time,temperatuer_high,temperature_low,temperatureDelta,晴,云,阴,雨,雾,霾,雪,沙,雷,无持续风向,北风,东北风,南风,wind_power,good,bad,other,kouzhaoWeiboNum,ration,target
2013-8-12,30,24,6,1,1,1,0,0,0,0,0,0,1,0,0,0,3,1,9,6,5,0.507411942,73.52173913
2013-8-13,32,25,7,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,11,1,2,0.445910277,118.4782609
2013-8-14,33,25,8,1,1,1,0,0,0,0,0,0,1,0,0,0,3,0,20,4,5,0.827114935,111.5652174
2013-8-15,33,26,7,0,1,1,1,0,0,0,0,1,1,0,0,0,3,1,16,3,4,0.549684955,156.826087
2013-8-16,33,26,7,0,1,1,1,0,0,0,0,1,1,0,0,0,3,0,26,0,7,0.74899896,156.0434783
2013-8-17,36,24,12,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,7,1,2,0.296167743,62.65217391
2013-8-18,35,22,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,3,13,1,5,0.587235,74.13043478
2013-8-19,33,23,10,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,6,3,3,0.220840087,93.47826087
2013-8-20,31,23,8,0,1,1,1,0,0,0,0,0,1,0,0,0,3,1,13,5,5,0.513559559,115.3043478
2013-8-21,29,22,7,1,1,1,0,1,0,0,0,0,1,0,0,0,3,0,10,2,5,0.360319116,132.3478261
2013-8-22,29,22,7,1,1,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,4,-1,145.8181818
2013-8-23,32,22,10,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,1,0.035714286,73.69565217
2013-8-24,33,22,11,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,8,1,-1,0.235238176,87.52173913
2013-8-25,34,21,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,4,3,-1,0.199086231,147.6956522
2013-8-26,35,22,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,10,1,2,0.385140028,143.2272727
2013-8-27,28,22,6,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,9,1,2,0.257395803,84.30434783
2013-8-28,26,22,4,1,1,1,1,0,0,0,0,0,1,0,0,0,3,0,13,2,3,0.45945449,101.826087
2013-8-29,29,18,11,1,1,1,0,0,0,0,0,0,0,1,0,0,5,2,8,1,4,0.278528825,38.95652174
2013-8-30,26,16,10,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,12,1,2,0.35460027,39
2013-8-31,30,17,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,2,3,5,0.127229361,53.13043478
2013-9-1,30,18,12,1,1,1,0,0,0,0,0,0,1,0,0,0,3,0,4,1,1,0.126046884,98.52173913
2013-9-2,27,17,10,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,13,1,4,0.379182183,110.9130435
2013-9-3,27,18,9,0,1,1,1,0,0,0,0,1,1,0,0,0,3,0,12,5,4,0.525524924,128.3913043
2013-9-4,23,17,6,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,12,0,1,0.371023138,84.52173913
2013-9-5,26,17,9,1,1,1,1,0,0,0,0,1,1,0,0,0,3,0,10,6,3,0.508517379,51.13043478
2013-9-6,27,17,10,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,9,7,4,0.428730797,87.86956522
2013-9-7,29,18,11,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,6,3,2,0.257365282,94.47826087
2013-9-8,25,18,7,0,0,1,1,0,0,0,0,1,1,0,0,0,3,0,21,2,3,0.641976499,127
2013-9-9,26,18,8,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,17,2,4,0.683709861,105.9130435
2013-9-10,29,18,11,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,9,2,3,0.390203434,69.52173913
2013-9-11,28,18,10,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,14,3,2,0.425296075,108.5652174
2013-9-12,27,19,8,0,1,1,1,0,0,0,0,1,1,0,0,0,3,0,17,0,7,0.453600315,185.7826087
2013-9-13,24,18,6,0,1,1,1,1,0,0,0,1,1,0,0,0,3,1,31,7,17,1.096923082,107.0869565
2013-9-14,31,16,15,1,1,0,0,0,0,0,0,0,1,1,0,0,4,0,10,1,5,0.358067963,63.56521739
2013-9-15,27,18,9,1,1,1,0,0,0,0,0,0,1,0,0,0,3,0,5,1,-1,0.177817666,59.7826087
2013-9-16,25,18,7,0,1,1,1,0,0,0,0,0,1,0,0,0,3,0,14,2,5,0.399330037,76.60869565
2013-9-17,24,18,6,0,1,1,1,0,0,0,0,0,1,0,0,0,3,1,11,2,5,0.382066845,110.6956522
2013-9-18,23,18,5,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,9,0,2,0.262313972,132.2608696
2013-9-19,25,17,8,1,1,1,1,0,0,0,0,0,1,0,0,0,3,0,7,2,1,0.249904563,144.5652174
2013-9-20,27,18,9,1,1,1,0,0,0,0,0,0,1,0,0,0,3,1,5,0,3,0.176327101,62
2013-9-21,27,18,9,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,10,0,4,0.323926459,96
2013-9-22,24,18,6,0,1,1,1,0,0,0,0,0,1,0,0,0,3,0,9,1,3,0.281908409,97.43478261
2013-9-23,21,13,8,1,1,1,1,0,0,0,0,0,1,1,0,0,5,0,7,1,-1,0.217855244,42.13043478
2013-9-24,22,11,11,1,1,0,0,0,0,0,0,0,1,1,0,0,4,1,17,2,2,0.551490398,44.65217391
2013-9-25,25,10,15,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,7,3,3,0.254243534,54.34782609
2013-9-26,26,12,14,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,12,4,5,0.476948458,81.18181818
2013-9-27,26,12,14,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,23,3,6,0.724271034,209.3913043
2013-9-28,22,14,8,0,1,1,0,0,0,0,0,0,1,0,0,0,3,0,43,2,24,1.277870987,295.1304348
2013-9-29,22,15,7,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,131,8,57,3.894001427,262.2380952
2013-9-30,21,17,4,0,0,1,1,1,1,0,0,0,1,0,0,0,3,1,70,6,35,2.173905005,196.3809524
2013-10-1,20,11,9,1,1,0,1,0,0,0,0,0,0,1,0,0,4,4,26,2,4,1.091792304,95.43478261
2013-10-2,24,10,14,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,16,1,-1,0.572038208,44.91304348
2013-10-3,22,11,11,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,9,1,3,0.344429002,87.2173913
2013-10-4,24,13,11,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,30,1,9,0.913378097,194.8695652
2013-10-5,22,13,9,1,1,0,0,1,1,0,0,0,1,0,0,0,3,1,90,3,25,2.784975702,333.826087
2013-10-6,21,14,7,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,121,5,59,3.474397723,254.9565217
2013-10-7,24,13,11,1,1,1,0,0,0,0,0,0,1,0,0,0,3,3,41,0,7,1.400121801,112
2013-10-8,22,13,9,1,1,0,0,0,0,0,0,0,1,0,0,0,3,2,77,8,7,1.832432407,83.04347826
2013-10-9,24,14,10,1,1,1,0,0,0,0,0,0,1,0,0,0,3,2,64,6,22,1.950885533,177.3043478
2013-10-10,23,9,14,1,1,0,0,0,0,0,0,0,0,1,0,0,6,4,45,6,20,1.515378658,101.8695652
2013-10-11,23,11,12,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,20,5,7,0.697085554,79.26086957
2013-10-12,22,14,8,0,1,1,1,0,0,0,0,0,1,0,0,0,3,1,11,8,7,0.505743031,90.08695652
2013-10-13,17,12,5,0,0,1,1,0,0,0,0,0,1,0,0,0,3,0,8,2,6,0.271900509,70.34782609
2013-10-14,15,4,11,1,1,1,0,0,0,0,0,0,0,1,0,0,5,1,20,7,6,0.777287466,53.2173913
2013-10-15,16,3,13,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,13,2,3,0.426903336,55.2173913
2013-10-16,19,6,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,11,2,-1,0.338213727,78.60869565
2013-10-17,19,7,12,1,1,0,0,0,0,0,0,0,1,0,0,0,3,2,109,15,18,3.35849348,171.9565217
2013-10-18,17,9,8,0,1,1,0,0,1,0,0,0,1,1,0,0,4,2,100,21,45,3.576125377,264.826087
2013-10-19,18,4,14,1,1,0,0,0,0,0,0,0,0,1,0,0,4,1,50,7,20,1.784647305,81.60869565
2013-10-20,19,19,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,29,9,7,1.275092004,63.34782609
2013-10-21,18,7,11,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,47,17,17,1.80786926,106.9130435
2013-10-22,16,5,11,1,0,1,1,0,0,0,0,0,0,1,0,0,4,0,47,5,20,1.601277476,157.0869565
2013-10-23,15,4,11,1,1,0,0,0,0,0,0,0,0,1,0,0,4,1,49,9,14,1.67197842,61.47826087
2013-10-24,16,4,12,1,1,0,0,0,0,0,0,0,1,1,0,0,4,0,21,5,8,0.790918724,46.08695652
2013-10-25,18,4,14,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,19,8,10,0.828871241,68.39130435
2013-10-26,19,5,14,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,17,3,2,0.578764543,90.73913043
2013-10-27,18,7,11,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,37,1,22,1.074700072,224.3913043
2013-10-28,16,7,9,0,1,1,0,1,1,0,0,0,1,0,0,0,3,3,95,6,79,2.728759676,314.7391304
2013-10-29,16,2,14,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,35,5,21,1.19942028,61.73913043
2013-10-30,17,4,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,2,14,6,10,0.663403429,113.2608696
2013-10-31,14,5,9,0,1,1,0,1,1,0,0,0,1,0,0,0,3,1,39,4,20,1.326612473,192.3478261
2013-11-1,12,5,7,0,1,1,0,0,1,0,0,0,1,0,0,0,3,0,49,3,45,1.385494438,240.9130435
2013-11-2,15,7,8,1,1,0,0,0,0,0,0,0,1,1,0,0,4,0,92,7,63,2.880496527,291.9565217
2013-11-3,17,3,14,1,0,0,0,0,0,0,0,0,1,1,0,0,4,2,30,4,16,1.114282882,61.7826087
2013-11-4,17,5,12,1,0,1,0,0,0,0,0,0,1,0,0,0,3,2,27,5,7,0.909610269,68.82608696
2013-11-5,16,5,11,0,1,0,0,0,0,0,0,0,1,0,0,0,3,1,49,6,42,1.460011446,194.6086957
2013-11-6,17,4,13,1,1,0,0,0,0,0,0,0,0,1,0,0,5,2,50,7,32,1.629374709,120.3913043
2013-11-7,16,3,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,26,8,10,0.959209354,59.04347826
2013-11-8,13,5,8,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,23,7,26,0.798595297,174
2013-11-9,16,1,15,1,1,0,0,0,0,0,0,0,0,1,0,0,6,0,26,3,24,0.715073599,118.6956522
2013-11-10,12,0,12,1,1,0,0,0,0,0,0,0,1,1,0,0,4,0,14,1,4,0.397352783,45.34782609
2013-11-11,14,1,13,1,0,0,0,0,0,0,0,0,1,0,0,0,3,1,14,7,10,0.664272166,66.2173913
2013-11-12,14,1,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,21,7,10,0.804019812,85.86956522
2013-11-13,12,4,8,1,1,0,0,0,1,0,0,0,1,1,0,0,4,1,43,4,26,1.25270927,205.7826087
2013-11-14,14,0,14,1,1,0,0,0,0,0,0,0,1,1,0,0,4,1,21,3,9,0.712870318,89.47826087
2013-11-15,15,3,12,1,1,1,0,0,0,0,0,0,1,1,0,0,5,1,23,1,13,0.658168079,130.6521739
2013-11-16,12,0,12,1,1,0,0,0,0,0,0,0,0,1,0,0,6,0,14,2,4,0.580625793,68.2173913
2013-11-17,10,-1,11,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,13,2,7,0.414507406,34.47826087
2013-11-18,10,-2,12,1,0,0,0,0,0,0,0,0,1,1,0,0,4,0,12,1,5,0.436163466,33.34782609
2013-11-19,10,-2,12,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,20,1,6,0.52503596,58.82608696
2013-11-20,10,-2,12,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,23,3,16,0.715749946,98.04347826
2013-11-21,11,-2,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,17,12,8,0.786884025,135.6956522
2013-11-22,12,-1,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,26,4,12,0.831701758,188.5652174
2013-11-23,12,2,10,1,1,1,0,0,1,0,0,0,1,0,0,0,3,1,35,0,11,1.065069423,243.3043478
2013-11-24,10,0,10,1,1,1,0,0,0,0,0,0,0,1,0,0,4,1,23,0,8,0.794071107,97.86956522
2013-11-25,8,-4,12,1,1,0,0,0,0,0,0,0,1,1,0,0,4,0,15,3,3,0.67055582,35.26086957
2013-11-26,7,-5,12,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0,45,8,13,1.602012216,45.73913043
2013-11-27,0,-5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,6,2,20,5,8,0.754950858,37.13043478
2013-11-28,6,-4,10,1,1,0,0,0,0,0,0,0,1,1,0,0,5,0,12,4,8,0.462020887,43.47826087
2013-11-29,11,0,11,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,9,4,8,0.336953803,104.7391304
2013-11-30,10,-3,13,1,0,0,0,0,0,0,0,0,1,1,0,0,4,3,7,2,2,0.299344412,59.52173913
2013-12-1,11,-3,14,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,13,2,3,0.413278013,114.3913043
2013-12-2,11,-1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,23,4,10,0.700208994,159.6086957
2013-12-3,14,-1,15,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,21,1,13,0.746177919,105.3913043
2013-12-4,12,0,12,1,1,0,0,0,0,0,0,0,1,0,0,0,3,3,34,6,7,1.158412833,144.4347826
2013-12-5,12,-3,15,1,1,0,0,0,0,0,0,0,1,0,0,0,3,3,44,2,23,1.288862384,63.7826087
2013-12-6,11,-2,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,62,8,91,1.9406551,184.4347826
2013-12-7,9,-1,10,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,77,2,52,2.462088346,302.4347826
2013-12-8,10,-1,11,1,1,0,0,0,0,0,0,0,0,1,0,0,5,2,107,7,59,3.1564361,243.7391304
2013-12-9,7,-5,12,1,1,0,0,0,0,0,0,0,1,1,0,0,4,3,51,8,28,1.915859948,35.26086957
2013-12-10,7,-4,11,1,1,0,0,0,0,0,0,0,0,1,0,0,5,2,29,9,33,1.214579364,55.82608696
2013-12-11,6,-3,9,1,1,0,0,0,0,0,0,0,1,1,0,0,4,1,19,12,11,0.933965601,49.73913043
2013-12-12,3,-6,9,1,0,0,0,0,0,0,0,0,0,1,0,0,5,2,26,0,13,0.871005826,40.17391304
2013-12-13,5,-5,10,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,13,5,7,0.546913038,83.7826087
2013-12-14,5,-6,11,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,20,2,8,0.805667498,86.34782609
2013-12-15,5,-5,10,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,12,5,9,0.522690507,86.69565217
2013-12-16,2,-4,6,1,1,1,0,0,0,1,0,0,1,0,0,0,3,0,15,3,14,0.530008407,181.5652174
2013-12-17,2,-7,9,1,1,0,0,0,0,0,0,0,1,0,0,0,3,3,18,3,8,0.765658892,104.1304348
2013-12-18,3,-8,11,1,1,0,0,0,0,0,0,0,1,0,0,0,3,4,13,4,12,0.555118169,67.30434783
2013-12-19,1,-7,8,1,1,0,0,0,0,0,0,0,1,0,0,0,3,2,19,4,9,0.716738078,74.04545455
2013-12-20,3,-8,11,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,15,1,11,0.397082378,72.39130435
2013-12-21,2,-6,8,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,8,0,9,0.218628693,112.5652174
2013-12-22,3,-6,9,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,20,6,9,0.665164882,214.1304348
2013-12-23,4,-6,10,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,19,8,14,0.688083401,184.6086957
2013-12-24,4,-6,10,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,44,6,50,1.406647983,283.6521739
2013-12-25,6,-5,11,1,1,0,0,0,0,0,0,0,0,1,0,0,5,0,35,1,25,0.926153705,220.3043478
2013-12-26,2,-9,11,1,0,0,0,0,0,0,0,0,1,1,0,0,4,3,16,7,19,0.8647008,33.30434783
2013-12-27,1,-6,7,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,8,3,12,0.298295947,47.43478261
2013-12-28,3,-7,10,1,0,0,0,0,0,0,0,0,1,0,0,0,3,2,17,0,5,0.477247793,42.34782609
2013-12-29,6,-6,12,1,1,0,0,0,0,0,0,0,1,0,0,0,3,2,12,1,5,0.454871488,97.60869565
2013-12-30,8,-5,13,1,1,0,0,0,0,0,0,0,1,0,0,0,3,2,11,2,2,0.398777724,81.04347826
2013-12-31,9,-3,12,1,1,0,0,0,0,0,0,0,1,1,0,0,4,2,11,0,7,0.372180705,104.4782609
